,startFrame,endFrame,startPointX,startPointY,endPointX,endPointY,angle,duration
53,5053,5075,91.96,126.25,40.69,133.33,3.0043680791225302,0.7333333333333333
54,5416,5439,932.27,638.78,886.3,651.16,2.8785277125290163,0.7666666666666667
55,5704,5739,313.48,739.56,324.09,783.76,1.3352085620307974,1.1666666666666667
56,5933,5975,1114.36,410.72,1096.69,343.54,-1.8279954786534287,1.4
58,6620,6637,695.36,331.16,698.9,359.45,1.4463108180228268,0.5666666666666667
59,6919,6942,702.43,278.12,711.27,313.48,1.325817663668032,0.7666666666666667
60,7199,7231,421.3,632.79,426.46,681.77,1.4658343667032512,1.0666666666666669
61,7512,7552,978.19,657.28,1003.96,623.77,-0.9152305088690176,1.3333333333333333
63,8087,8106,844.02,342.82,885.27,384.06,0.7852769365826708,0.6333333333333333
66,70,98,850.6,152.08,819.9666666666667,114.7,-2.257321706777653,0.9333333333333332
68,708,724,88.77000000000001,368.754,56.58,358.28,-2.827016595874549,0.5333333333333333
69,900,926,543.74,145.63,559.2,125.01,-0.9274504252019788,0.8666666666666667
70,1155,1210,609.59,693.37,671.46,725.58,0.4799975466318359,1.8333333333333333
72,1594,1639,532.84,208.07,580.53,152.65,-0.8602266676051313,1.5
74,2014,2043,1245.54,324.06,1299.59,291.7125,-0.5392964176414271,0.9666666666666668
77,2542,2560,537.22,531.04,553.46,575.37,1.219636576600826,0.6
78,2710,2739,1298.38,290.55,1330.6,272.51,-0.5104127118380994,0.9666666666666668
79,3062,3114,566.3,50.06,518.03,4.27,-2.382554532320251,1.7333333333333334
80,3502,3532,941.1,226.85,971.16,179.12,-1.0087580803693197,1.0
81,3783,3803,1010.06,295.8,1017.13,343.54,1.4237711120164975,0.6666666666666666
82,4152,4168,86.65,405.59,100.8,455.09,1.2923632633081863,0.5333333333333333
85,4719,4755,73.04,272.82,18.23,233.92,-2.5243699497918666,1.2
86,5120,5162,370.06,693.59,362.45,750.34,1.704098029181787,1.4
87,5471,5500,329.39,711.27,338.23,755.47,1.3734007669450154,0.9666666666666668
89,5949,5970,315.25,718.34,320.55,757.24,1.4353833311753028,0.7
90,6421,6447,184.42,743.09,170.28,787.29,1.8804171776193488,0.8666666666666667
91,6651,6694,882.76,527.4,896.91,495.58,-1.1523679036853511,1.4333333333333331
92,7000,7042,926.51,761.67,993.52,771.98,0.152660542300508,1.4
93,7184,7217,217.68,123.72,195.77,92.79,-2.187120175088978,1.1
95,7855,7887,344.29,490.05,370.46333333333337,461.51666666666665,-0.8285105992160923,1.0666666666666669
99,108,133,622.35,436.9,655.22,456.23,0.531604400730106,0.8333333333333334
100,371,387,350.55,576.09,382.77,582.53,0.1972761853727095,0.5333333333333333
101,722,767,726.74,275.8,679.06,222.96,-2.304906439972098,1.5
102,960,983,407.0175,522.8475,431.61,568.35,1.0753032620748038,0.7666666666666667
103,1165,1187,391.79,534.84,401.97,555.47,1.112397503185189,0.7333333333333333
104,1385,1422,722.29,159.09,688.78,124.3,-2.3374558345854903,1.2333333333333334
105,1594,1638,712.5,150.84,695.23,95.94,-1.875567692024961,1.4666666666666666
106,1828,1849,521.24,552.17,563.0,583.88,0.6494513761350945,0.7
108,2183,2203,298.28,159.09,290.55,115.27,-1.745403432654932,0.6666666666666666
109,2395,2428,1253.79,265.55,1306.11,250.6,-0.2783249026058538,1.1
112,3141,3163,776.69,667.07,804.97,640.55,-0.7532924109419719,0.7333333333333333
113,3562,3587,1338.9,255.14,1365.41,260.44,0.1973230172312199,0.8333333333333334
116,4343,4359,787.29,322.32,817.35,340.0,0.5316659125090812,0.5333333333333333
119,5132,5162,763.095,774.255,769.61,744.86,-1.35268576838386,1.0
120,5463,5501,403.12,170.45,387.2,106.81,-1.815922875161736,1.2666666666666666
121,5754,5770,704.2,340.0,716.8666666666667,357.9666666666667,0.9567163377156792,0.5333333333333333
125,7017,7069,230.69,158.52,224.12,110.83,-1.7076992983590502,1.7333333333333334
126,7308,7327,672.75,454.94,684.21,515.51,1.383804133138958,0.6333333333333333
127,7555,7572,12.76,435.61,14.05,453.65,1.4994100753247188,0.5666666666666667
128,7879,7896,820.83,322.2,819.54,353.13,1.612479249622033,0.5666666666666667
132,121,149,338.95,583.82,349.26,636.66,1.378100014711313,0.9333333333333332
133,370,406,11.6,212.65,6.315,135.965,-1.639605824350859,1.2
134,769,812,86.22,231.98,41.11,210.07,-2.6894490407761693,1.4333333333333331
135,974,1014,682.93,293.84,653.28,252.6,-2.1941355427209657,1.3333333333333333
136,1231,1255,431.61,533.56,447.21,573.51,1.1985166530237883,0.8
137,1386,1406,467.11,553.46,491.6,572.79,0.6681834950431436,0.6666666666666666
139,1874,1908,994.74,706.31,1043.2,688.78,-0.3470965464466478,1.1333333333333333
141,2227,2251,527.105,559.355,542.38,600.63,1.2163471507978254,0.8
142,2368,2390,570.21,585.68,590.06,621.25,1.061790246863335,0.7333333333333333
144,2758,2781,728.95,292.27,707.73,279.89,-2.613459605690897,0.7666666666666667
145,3149,3170,122.54,271.05,101.33,239.23,-2.158726403507662,0.7
146,3567,3623,423.09,94.25,444.31,30.61,-1.2489514950345284,1.8666666666666667
147,3878,3905,1246.96,304.64,1289.39,299.34,-0.1242679724433668,0.9
150,4604,4632,368.29,686.52,364.75,725.41,1.6615721345200112,0.9333333333333332
152,5247,5280,344.77,686.7,374.83,725.59,0.91276869044133,1.1
154,5767,5806,428.4,108.4,401.88,67.73,-2.1486307575129167,1.3
155,6047,6088,1091.38,366.52,1041.88,325.86,-2.4539300138582867,1.3666666666666667
156,6455,6479,893.37,516.8,884.53,500.88,-2.077681475099157,0.8
157,6679,6710,340.0,691.82,348.84,734.25,1.3653915260175833,1.0333333333333334
160,7602,7638,319.49,50.26,302.74,7.73,-1.945980795995842,1.2
161,7947,7969,810.52,328.64,815.67,369.88,1.446560710287978,0.7333333333333333
162,8292,8317,1025.74,743.63,1060.54,748.78,0.1469221379349758,0.8333333333333334
163,8607,8631,1165.06,671.46,1194.7,677.9,0.2139486261909127,0.8
164,8793,8812,735.89,384.06,769.4,414.99,0.7453822918767488,0.6333333333333333
165,146,168,1056.8,485.87,1078.71,458.81,-0.8901794317443341,0.7333333333333333
166,381,414,806.78,143.05,804.2,110.83,-1.6507003262735571,1.1
167,773,791,391.66,511.65,387.15,558.685,1.6663901166105723,0.6
168,985,1006,1108.22,461.38,1140.57,438.19,-0.6219434095962971,0.7
169,1234,1283,462.67,192.03,475.56,153.37,-1.248968174819455,1.6333333333333333
170,1387,1415,795.75,424.58,850.12,406.0,-0.3292907274192594,0.9333333333333332
171,1652,1685,865.35,528.97,900.14,538.0,0.2539533867332516,1.1
172,1887,1913,557.33,590.83,584.39,629.5,0.9602265798591147,0.8666666666666667
173,2090,2109,513.51,574.08,528.97,598.57,1.0076951752361525,0.6333333333333333
176,2601,2630,1266.16,277.66,1306.11,278.95,0.0322791472649643,0.9666666666666668
177,2800,2849,576.91,101.33,557.46,30.61,-1.839188829706384,1.6333333333333333
178,3198,3249,541.55,44.75,502.12,2.5,-2.321683222499489,1.7
181,4243,4267,99.03,354.32,97.79,423.09,1.5888254912964102,0.8
184,4818,4855,60.13,267.69,42.45,216.42,-1.9028678162416903,1.2333333333333334
187,5809,5860,1149.72,433.7,1096.69,391.27,-2.4667827252325627,1.7
188,6086,6111,263.98,727.18,262.21,766.08,1.6162662496391351,0.8333333333333334
189,6475,6514,1001.22,294.03,972.93,235.69,-2.022304089354101,1.3
191,7055,7085,468.99,596.71,470.28,649.55,1.5463878520189942,1.0
192,7411,7441,868.64,603.15,921.35,609.59,0.1215754071990333,1.0
193,7622,7639,837.925,294.645,856.91,331.22,1.0920090486573253,0.5666666666666667
194,7953,7970,105.3,376.7,110.585,403.99,1.3795036297595442,0.5666666666666667
195,8018,8034,787.45,342.82,824.69,358.28,0.3934938561289565,0.5333333333333333
197,8294,8336,261.475,52.58,208.83,4.17,-2.398077854121363,1.4
198,8373,8397,163.68,332.51,175.15,378.9,1.328406096196086,0.8
199,8637,8657,805.49,395.66,829.98,426.59,0.9010828549804232,0.6666666666666666
201,8808,8832,844.15,385.35,871.22,447.21,1.1583010855369102,0.8
202,172,219,869.93,141.77,840.29,91.5,-2.1035455980837887,1.5666666666666669
203,482,498,518.09,594.13,494.89,631.5,2.12638331271126,0.5333333333333333
204,732,764,738.34,489.74,780.87,501.34,0.2662719445013787,1.0666666666666669
205,999,1043,109.55,246.16,79.78,193.32,-2.0838683992489084,1.4666666666666666
206,1238,1276,744.92,533.56,804.2850000000001,523.99,-0.1598310328749789,1.2666666666666666
207,1412,1459,626.92,648.83,668.68,665.07,0.3708912888126626,1.5666666666666669
211,2234,2270,723.58,220.96,681.05,182.29,-2.403695677094429,1.2
213,2640,2668,661.72,333.08,629.5,317.61,-2.6939616951209344,0.9333333333333332
215,3239,3256,103.09,246.3,97.79,226.85,-1.836830842775444,0.5666666666666667
216,3658,3675,987.07,228.62,983.54,281.66,1.6372518680942545,0.5666666666666667
217,3983,4034,720.11,624.64,705.97,704.2,1.7466872156094244,1.7
218,4264,4307,509.72,210.94,479.76,171.41,-2.2193377154865948,1.4333333333333331
219,4413,4468,477.9,180.88,424.86,134.92,-2.427588095041165,1.8333333333333333
220,4595,4611,748.4,256.91,753.7,301.1,1.4514298645251926,0.5333333333333333
221,4828,4877,446.08,80.11,424.33,18.41,-1.909707391326809,1.6333333333333333
222,5264,5288,967.62,610.5,946.41,649.39,2.070088999290322,0.8
223,5530,5568,1236.35,424.86,1231.05,355.91,-1.6475127641746403,1.2666666666666666
224,5814,5839,909.28,596.35,877.46,617.57,2.553445017410899,0.8333333333333334
225,6158,6205,1084.31,357.68,1038.34,313.48,-2.3758215581007853,1.5666666666666669
228,7093,7127,1104.49,665.01,1125.11,677.9,0.5586864955011396,1.1333333333333333
230,7683,7700,783.205,308.99,784.74,353.13,1.5360346216659273,0.5666666666666667
233,8609,8630,824.82,114.7,828.69,99.24,-1.3255132960012783,0.7
234,8817,8848,1206.3,704.96,1243.68,715.27,0.2691246295195437,1.0333333333333334
235,185,206,387.92,576.09,413.635,616.035,0.9988201441840758,0.7
236,522,559,36.155,149.615,26.2,112.46666666666664,-1.8326241978618771,1.2333333333333334
237,808,853,1092.89,494.89,1145.73,445.92,-0.7474044724117191,1.5
238,1037,1057,396.95,538.71,407.13,574.8,1.295866741847668,0.6666666666666666
239,1260,1300,636.66,252.6,614.04,193.96,-1.9389525458948589,1.3333333333333333
240,1453,1474,397.52,561.19,405.77,600.63,1.3645910654383204,0.7
241,1692,1730,689.3,130.22,647.54,80.48,-2.2692014897975223,1.2666666666666666
242,1927,1973,816.37,214.51,793.17,170.69,-2.057716528681865,1.5333333333333334
243,2103,2159,463.25,228.69,474.84,155.23,-1.4143132885481575,1.8666666666666667
245,2465,2509,614.03,233.84,581.81,178.42,-2.097411053380817,1.4666666666666666
247,2825,2856,1277.02,281.66,1321.22,269.28,-0.2730926196398938,1.0333333333333334
248,3253,3288,431.93,99.56,428.4,65.97,-1.6755027942511926,1.1666666666666667
249,3658,3684,417.79,589.28,428.365,556.5999999999999,-1.2578380698827245,0.8666666666666667
251,4274,4292,1312.38,218.01,1321.22,210.94,-0.6746029731295096,0.6
252,4412,4443,1492.71,272.82,1480.33,233.92,-1.8789127709979287,1.0333333333333334
253,4677,4694,780.22,255.14,803.2,297.57,1.074426722069599,0.5666666666666667
254,4861,4893,401.35,743.27,410.19,776.86,1.3134579578767696,1.0666666666666669
255,5292,5312,1280.55,497.35,1253.785,488.405,-2.8190576977404014,0.6666666666666666
257,5822,5856,276.35,727.18,281.66,771.38,1.451233583322208,1.1333333333333333
258,6212,6242,249.83,730.72,248.07,785.52,1.6029020792503756,1.0
259,6459,6520,1015.36,658.23,1052.49,640.55,-0.4443983009907712,2.033333333333333
260,6791,6816,354.14,709.5,357.68,760.77,1.5018595113699609,0.8333333333333334
262,7441,7461,29.64,445.92,38.53,482.0,1.329211684967594,0.6666666666666666
263,7686,7709,44.98,395.66,57.87,433.03,1.2386461473285897,0.7666666666666667
264,8016,8060,315.39,75.1625,285.98,36.09,-2.2160253088890784,1.4666666666666666
265,8384,8400,784.74,462.67,758.96,502.62,2.1438650893349056,0.5333333333333333
266,8675,8698,212.4,348.15,251.89,363.95666666666665,0.3807392093670673,0.7666666666666667
267,8819,8835,424.01,788.73,440.76,805.49,0.785696581771162,0.5333333333333333
268,259,279,400.68,573.51,411.12,609.595,1.2891691364200084,0.6666666666666666
269,539,558,515.38,561.91,539.87,574.8,0.4844947581041858,0.6333333333333333
270,832,850,421.3,494.89,444.63,541.29,1.1049098513032511,0.6
271,1045,1098,472.85,192.03,510.23,153.37,-0.802229819382051,1.7666666666666666
272,1482,1527,705.54,162.96,659.14,119.14,-2.384783462243764,1.5
273,1713,1731,113.21,161.16,99.81,153.94,-2.6473843095052456,0.6
274,1955,1986,521.24,586.97,538.0,632.08,1.215065826163641,1.0333333333333334
275,2128,2164,775.13,231.26,726.16,186.16,-2.3973108815479374,1.2
276,2297,2330,1277.76,295.7,1315.13,289.26,-0.1706545612554612,1.1
277,2493,2526,1232.65,268.64,1276.47,260.91,-0.1746071058600358,1.1
278,2669,2725,558.62,111.41,532.84,76.61,-2.208386356379415,1.8666666666666667
279,2887,2924,767.85,704.2,785.52,642.32,-1.2926460808089515,1.2333333333333334
282,4051,4074,1285.86,218.01,1307.07,216.24,-0.0832582867866531,0.7666666666666667
284,4476,4512,1246.96,170.28,1307.07,172.04,0.0292712911380397,1.2
285,4681,4728,439.01,88.95,414.25,41.22,-2.049332205140035,1.5666666666666669
286,4950,5000,434.94,46.7,388.97,23.71,-2.6778580351051726,1.6666666666666667
287,5307,5340,446.08,267.51,410.38749999999993,223.69,-2.254331637033933,1.1
288,5605,5651,341.24,158.08,346.9175,109.4925,-1.4544728043621855,1.5333333333333334
291,6553,6576,719.58,313.66,737.26,345.48,1.0636444577620223,0.7666666666666667
293,7157,7186,1094.18,131.46,1061.96,103.1,-2.4198258692140056,0.9666666666666668
294,7468,7529,334.96,58.0,282.24,23.2,-2.5581562283527077,2.033333333333333
299,8828,8850,826.11,216.52,867.35,231.98,0.3586643721046154,0.7333333333333333
300,273,314,247.32,723.01,289.98,737.18,0.3206953314326931,1.3666666666666667
301,633,656,713.86,260.33,667.46,256.47,-3.058594110674094,0.7666666666666667
302,847,874,788.9366666666666,502.9266666666667,825.98,503.91,0.026539254695441,0.9
303,1098,1116,436.9,538.71,461.38,555.47,0.600343039162051,0.6
304,1320,1340,375.48,531.0350000000001,385.92,589.55,1.394238302962776,0.6666666666666666
305,1510,1537,1006.36,287.5133333333333,1057.89,275.86,-0.2224055065723555,0.9
307,1999,2044,969.74,710.69,1030.31,714.56,0.0638062848247935,1.5
309,2273,2303,736.47,713.27,735.69,659.91,-1.5854129769284964,1.0
313,3363,3432,405.41,90.72,433.7,20.0,-1.1902655701418476,2.3
314,3734,3777,403.65,101.33,394.81,51.82,-1.747484210883503,1.4333333333333331
315,4060,4077,1080.77,338.23,1087.85,378.9,1.3984394906699231,0.5666666666666667
316,4270,4287,711.27,329.39,705.97,366.52,1.7125802634929774,0.5666666666666667
319,5000,5041,348.84,667.07,354.525,726.55,1.4755074392994616,1.3666666666666667
320,5361,5400,324.09,698.9,308.18,755.47,1.8449586587139688,1.3
321,5637,5653,879.23,645.86,856.5300000000001,679.7666666666668,2.1607474506243256,0.5333333333333333
322,5881,5902,157.9,320.55,182.12,368.46,1.1027335515485908,0.7
323,6298,6335,1031.27,361.22,980.0,340.0,-2.74917211752159,1.2333333333333334
326,6851,6875,880.99,797.9,918.12,780.22,-0.4443983009907687,0.8
327,7177,7195,275.8,549.02,305.31,525.82,-0.666253523812483,0.6
329,7752,7796,294.485,77.975,273.09,21.91,-1.9353499852304803,1.4666666666666666
335,7331,7386,328.64,84.85,324.15,6.07,-1.6277288957169886,1.8333333333333333
339,5393,5409,32.26,324.25,50.48,353.3,1.0106205058022244,0.5333333333333333
343,6190,6229,942.81,612.22,976.955,648.1,0.8101699605541131,1.3
347,7876,7921,325.07500000000005,64.77,324.08666666666664,22.913333333333338,-1.594404267759269,1.5
348,8146,8162,149.84,373.63,179.69,378.955,0.1765349279041252,0.5333333333333333
349,8187,8212,247.735,382.505,252.49,362.865,-1.3332591634652011,0.8333333333333334
353,605,637,90.7,369.325,55.16333333333333,338.72,-2.430618949836953,1.0666666666666669
358,1930,1946,1231.0566666666666,336.2933333333333,1243.8966666666668,316.5833333333333,-0.9934052810612456,0.5333333333333333
360,2026,2064,674.49,715.55,724.8849999999999,689.7583333333333,-0.4730352119317932,1.2666666666666666
362,3045,3073,105.35,295.97,123.725,240.365,-1.25163769920373,0.9333333333333332
364,3974,3991,647.845,91.275,603.765,66.52,-2.629892792609444,0.5666666666666667
365,4415,4459,49.5275,584.125,13.2575,508.0875,-2.0158764236939786,1.4666666666666666
367,5030,5049,31.23,336.115,31.895,407.205,1.5614422600573563,0.6333333333333333
371,5375,5393,421.095,170.18,410.1925,136.82,-1.8866676436360628,0.6
373,5587,5621,304.41,722.4749999999999,300.745,770.6949999999999,1.6466562798534945,1.1333333333333333
374,5659,5681,24.45,289.93,89.02799999999999,351.876,0.7645987858700398,0.7333333333333333
377,6052,6069,692.915,352.19,697.35,382.65333333333336,1.4262271399976187,0.5666666666666667
380,6336,6375,993.47,645.55,1007.06,675.8066666666667,1.1486434860841082,1.3
383,6612,6661,1007.86,659.89,1048.54,679.66,0.4523754670415355,1.6333333333333333
384,6771,6818,1093.36,671.94,1141.2600000000002,665.6700000000001,-0.1301576870115866,1.5666666666666669
385,6853,6908,241.88,222.88,210.73,167.43,-2.082629065823594,1.8333333333333333
386,6917,6963,1099.06,676.31,1144.68,680.5,0.0915887223321431,1.5333333333333334
388,7128,7149,255.02666666666664,608.0666666666666,268.88,575.63,-1.167157874841447,0.7
389,7193,7210,705.59,295.0,698.0233333333334,332.85,1.7681072054696034,0.5666666666666667
391,7310,7333,747.71,19.15,791.6600000000001,6.91,-0.271615628837798,0.7666666666666667
392,7373,7393,33.32,416.66,53.72,454.385,1.075078340059593,0.6666666666666666
393,7458,7475,816.47,43.46,853.31,40.33,-0.0847584448268508,0.5666666666666667
395,7622,7638,68.03999999999999,402.21333333333337,77.55000000000001,421.98,1.1223721729334124,0.5333333333333333
396,7884,7908,101.765,363.965,124.31,400.31,1.0155800239366166,0.8
397,8135,8182,322.25,65.63,305.31666666666666,23.416666666666668,-1.952282562058556,1.5666666666666669
