,startFrame,endFrame,startPointX,startPointY,endPointX,endPointY,angle,duration
270,6162,6179,729.38,180.46,724.03,227.8,1.683331110028516,0.5666666666666667
271,6222,6241,711.67,203.1,696.58,240.15,1.9575691585753623,0.6333333333333333
272,6279,6295,692.33,227.12,703.44,251.13,1.1374117570050697,0.5333333333333333
273,6348,6367,669.0,225.74,660.9,262.11,1.789931025262297,0.6333333333333333
276,6554,6575,718.54,188.0,726.77,222.31,1.335372607634626,0.7
277,6616,6634,699.32,183.89,700.7,219.57,1.532138465427498,0.6
279,6737,6762,703.3,140.66,730.75,179.08,0.9504237457094196,0.8333333333333334
280,6807,6829,784.41,139.97,784.27,191.44,1.5735163511728831,0.7333333333333333
281,6953,6971,780.29,168.79,789.9,205.84,1.3170098311138183,0.6
282,7024,7046,776.17,160.56,776.17,204.47,1.5707963267948966,0.7333333333333333
283,7126,7144,770.68,139.97,783.04,175.65,1.2373210165624724,0.6
284,7187,7204,789.9,131.74,822.83,166.05,0.8059187804487383,0.5666666666666667
286,7309,7325,829.55,122.82,843.28,157.13,1.190139203490015,0.5333333333333333
288,7438,7459,847.53,197.61,863.86,243.58,1.2294683984264414,0.7
289,7503,7522,829.69,215.45,830.93,246.33,1.5306624485290972,0.6333333333333333
290,7559,7575,829.69,211.33,851.65,230.55,0.7189589403726362,0.5333333333333333
291,7617,7636,815.97,207.22,809.11,253.88,1.7167715643795805,0.6333333333333333
292,7679,7695,837.79,239.47,855.77,262.11,0.8996206244351719,0.5333333333333333
294,7795,7811,850.28,251.13,861.12,282.01,1.2331986259720755,0.5333333333333333
295,7858,7880,800.88,245.64,799.37,298.48,1.599365387381494,0.7333333333333333
296,7920,7943,820.09,263.48,840.67,307.4,1.1325997788370366,0.7666666666666667
298,8044,8061,836.55,262.11,847.39,286.12,1.1467135173148957,0.5666666666666667
299,8117,8133,784.41,301.91,781.53,343.76,1.6395052037270967,0.5333333333333333
300,8330,8364,380.95,312.88,349.25,250.44,-2.0405749101956183,1.1333333333333333
302,1231,1261,1195.42,779.66,1192.535,724.12,-1.6226942272166338,1.0
303,1329,1353,1113.27,676.67,1064.23,642.34,-2.530839318561077,0.8
304,1498,1531,1104.69,589.62,1069.5,577.85,-2.8188194303831478,1.1
305,3118,3176,953.2,694.38,1018.93,690.95,-0.0521358844467848,1.9333333333333331
306,3440,3467,996.98,605.87,1023.19,584.6,-0.6817273644332036,0.9
307,5007,5023,81.65,328.67,73.42,368.46,1.774756132547456,0.5333333333333333
308,5072,5099,127.08,306.02,184.57,373.95,0.8684470153141305,0.9
310,5241,5262,157.27,308.77,157.13,361.6,1.5734463300559678,0.7
311,5464,5482,92.77,259.36,101.0,315.63,1.4255669459198888,0.6
313,6063,6086,599.15,166.05,589.4,221.63,1.744452213826926,0.7666666666666667
314,6276,6302,660.9,116.65,684.23,201.73,1.3031623902080074,0.8666666666666667
315,6776,6802,878.96,406.89,896.94,495.4,1.370382514542129,0.8666666666666667
316,6959,6978,874.98,513.24,909.29,557.15,0.9075182082531702,0.6333333333333333
317,7138,7165,272.4,572.94,321.8,531.77,-0.694778097003054,0.9
319,7336,7359,348.1,535.8,375.85,520.1,-0.5148668172791936,0.7666666666666667
324,3158,3178,625.22,607.93,623.85,640.86,1.612375749860273,0.6666666666666666
326,3289,3307,581.31,595.58,596.4,628.51,1.141107245719638,0.6
328,3382,3403,590.91,592.83,597.77,627.14,1.373456817614762,0.7
329,3440,3459,578.42,596.26,592.28,624.4,1.1131366701780032,0.6333333333333333
332,3567,3587,608.75,602.44,625.22,638.12,1.1383352330571312,0.6666666666666666
334,3693,3709,612.87,625.77,614.1,649.78,1.5196124160351931,0.5333333333333333
338,5806,5832,420.75,356.8,442.7,421.3,1.2427798994234118,0.8666666666666667
339,5872,5895,441.33,380.13,464.66,433.65,1.1597197015754983,0.7666666666666667
340,5934,5960,464.66,430.9,493.48,478.93,1.0303462089682158,0.8666666666666667
341,6044,6072,424.86,458.35,456.43,509.12,1.014484200952527,0.9333333333333332
342,6118,6135,426.24,470.7,445.45,503.63,1.0427029972628623,0.5666666666666667
343,6171,6188,463.29,461.09,494.85,496.77,0.8465947065106805,0.5666666666666667
344,6234,6259,461.92,454.23,486.62,499.52,1.0715114872601414,0.8333333333333334
345,6300,6326,487.99,448.74,514.06,492.66,1.035111353452839,0.8666666666666667
346,6362,6387,466.03,480.3,494.85,510.5,0.8087758081665695,0.8333333333333334
347,6425,6449,494.85,484.42,525.04,520.1,0.8685519592048275,0.8
348,6482,6507,479.76,499.52,493.48,554.41,1.3258605306090208,0.8333333333333334
349,6548,6577,508.57,500.89,534.65,566.76,1.1938022940238706,0.9666666666666668
350,6810,6837,464.66,502.26,493.48,565.39,1.1425350235705842,0.9
351,6880,6903,479.62,513.93,481.13,555.78,1.534730729571208,0.7666666666666667
352,6934,6961,536.02,525.59,560.72,569.5,1.0583960540368689,0.9
353,6998,7027,527.79,551.66,538.63,601.75,1.3576724149898511,0.9666666666666668
354,7065,7083,547.0,528.34,570.33,557.15,0.8901153609098142,0.6
355,7116,7140,530.53,543.43,533.14,583.91,1.5064091667598465,0.8
356,7175,7196,567.45,526.28,586.8,565.39,1.1113508043657967,0.7
357,7231,7260,557.98,537.94,568.96,596.95,1.3868300154656463,0.9666666666666668
358,7305,7329,574.44,579.11,590.91,625.77,1.2314700815619772,0.8
359,7384,7408,563.47,577.74,600.38,625.08,0.908569691962532,0.8
361,7512,7537,511.32,562.64,545.63,598.32,0.8049698889046948,0.8333333333333334
362,7595,7625,496.09,548.23,525.04,606.56,1.1101018030906389,1.0
364,7719,7742,519.55,540.69,540.14,579.11,1.0788282613007416,0.7666666666666667
365,7782,7806,549.74,525.59,573.07,570.88,1.095122258755793,0.8
366,7848,7871,553.86,521.47,579.93,555.78,0.92102934502677,0.7666666666666667
367,7911,7936,537.39,526.96,564.84,572.25,1.025907944356662,0.8333333333333334
368,8013,8042,518.04,476.87,529.16,535.2,1.3824172679823192,0.9666666666666668
369,8081,8100,538.76,500.89,566.21,529.71,0.8097402532723131,0.6333333333333333
370,8142,8164,564.84,532.45,564.84,568.13,1.5707963267948966,0.7333333333333333
371,8322,8347,438.59,481.68,456.43,511.87,1.0370769756868254,0.8333333333333334
372,8480,8502,493.48,480.3,516.67,537.26,1.1841604292499008,0.7333333333333333
373,1578,1624,816.1,822.6,858.5450000000001,832.63,0.2320490683413702,1.5333333333333334
374,1763,1792,861.07,774.02,884.0,760.05,-0.547189964012541,0.9666666666666668
375,2127,2188,934.64,877.01,978.41,871.62,-0.1225268430185093,2.033333333333333
376,3194,3230,393.3,447.37,371.21,384.93,-1.9108343222602933,1.2
377,3287,3321,383.7,407.57,338.41,323.86,-2.066730206918505,1.1333333333333333
378,3393,3429,334.29,413.06,316.45,352.68,-1.8580847038654555,1.2
379,3603,3628,400.16,422.67,369.97,376.01,-2.1450744976490617,0.8333333333333334
380,3698,3730,369.83,494.71,321.94,444.62,-2.3337447005141145,1.0666666666666669
382,3829,3857,505.83,430.9,468.78,377.38,-2.176311841829613,0.9333333333333332
383,4103,4143,483.74,589.4,468.78,521.47,-1.7875628595200277,1.3333333333333333
384,5879,5910,232.6,523.53,243.58,578.42,1.3733657320853447,1.0333333333333334
385,5959,5980,257.44,517.36,273.91,562.64,1.2219366644410956,0.7
386,6018,6038,231.37,544.8,238.23,591.46,1.4248210892102138,0.6666666666666666
387,6084,6108,221.76,577.74,221.63,625.08,1.573542411991852,0.8
388,6150,6171,249.21,572.25,273.91,579.11,0.2709050879663424,0.7
389,6234,6258,240.84,571.56,268.42,617.54,1.0305047692052929,0.8
390,6343,6364,257.31,578.42,275.28,621.65,1.176843181956912,0.7
391,6410,6428,268.42,614.79,286.26,631.26,0.7454893151789722,0.6
392,6516,6544,251.95,588.72,258.82,632.63,1.4155981218352016,0.9333333333333332
393,6588,6609,194.32,601.07,197.06,646.35,1.5103576577713265,0.7
394,6668,6686,203.92,655.96,203.92,697.13,1.5707963267948966,0.6
397,7295,7313,585.42,499.52,630.71,528.34,0.5667149303805074,0.6
398,7393,7416,485.25,515.98,483.87,551.66,1.6094541881622957,0.7666666666666667
400,7562,7584,520.92,458.35,531.9,487.17,1.2067885127548874,0.7333333333333333
401,7657,7676,564.84,446.0,578.56,484.42,1.227805363553975,0.6333333333333333
402,7744,7763,518.18,432.27,508.57,470.7,1.815836215660984,0.6333333333333333
403,7877,7898,516.81,528.75,578.56,576.78,0.6610655913808412,0.7
404,8207,8224,401.54,513.65,428.98,552.08,0.950719165470029,0.5666666666666667
405,8259,8285,386.44,552.08,401.54,589.13,1.1837920137540188,0.8666666666666667
406,8327,8355,408.26,557.84,412.51,611.08,1.4911380469413675,0.9333333333333332
407,8404,8426,364.48,602.85,378.21,652.25,1.2997033157851785,0.7333333333333333
408,8471,8496,398.79,594.62,408.4,642.65,1.373320690071389,0.8333333333333334
409,8537,8560,345.27,622.06,367.23,672.84,1.1626292875894952,0.7666666666666667
410,8608,8633,396.05,620.69,423.49,652.25,0.8551154979757153,0.8333333333333334
411,8669,8696,401.54,644.02,396.05,697.54,1.673017268034652,0.9
412,8751,8774,430.35,657.74,449.57,682.44,0.9095289678347512,0.7666666666666667
413,8817,8839,411.14,667.35,422.12,698.91,1.2359857540409631,0.7333333333333333
414,8892,8910,378.07,664.88,386.44,686.56,1.2023558496428262,0.6
416,2245,2301,1379.69,517.78,1424.69,505.03,-0.2760970193954364,1.8666666666666667
417,2367,2422,1399.55,508.95,1461.8000000000002,502.4,-0.1048351274663035,1.8333333333333333
418,2486,2535,1448.35,519.0,1491.26,528.81,0.2247554629606879,1.6333333333333333
419,2584,2643,1433.64,496.93,1487.22,495.22,-0.031904064485022,1.9666666666666663
420,2698,2754,1447.98,517.29,1513.33,496.93,-0.3020220482997326,1.8666666666666667
421,3069,3095,1396.735,643.62,1420.745,638.635,-0.2047133801965128,0.8666666666666667
422,4026,4045,309.2,497.0,317.9,536.5,1.3540045575843545,0.6333333333333333
423,4137,4155,417.87,608.62,420.61,670.37,1.5264529446938306,0.6
424,4198,4219,434.33,596.26,435.84,653.21,1.5442880511707309,0.7
425,4341,4370,441.19,572.94,434.47,614.79,1.7300107010529746,0.9666666666666668
426,4401,4426,441.33,574.99,470.15,610.67,0.891356427056047,0.8333333333333334
428,4540,4559,440.9,593.7,434.1,616.55,1.8600434020891192,0.6333333333333333
429,4603,4627,420.61,607.24,413.89,643.61,1.7535034378592835,0.8
430,4662,4684,435.71,603.13,463.29,632.63,0.81902248653318,0.7333333333333333
431,4718,4742,416.63,618.91,426.24,653.21,1.2976254212160157,0.8
432,4804,4826,457.8,598.32,463.29,638.12,1.4337216502401162,0.7333333333333333
433,4865,4889,424.86,609.3,423.49,654.59,1.601036608633051,0.8
434,4935,4955,441.33,612.05,450.94,653.21,1.34142615210319,0.6666666666666666
